,ERA,HOF,Opposing_BA,completed,firstName,games,hits,homeruns,lastName,losses,outs_pitched,player_id,runs_earned,saves,seasons,shutouts,started,strikes,walks,wins,WAR,ERA,wins,strikes,games,seasons,Opposing_BA,predictions
5062,3.648823529411765,0,0.2605882352941176,0.17,Gregory Brian,710.0,1082.0,43.05,Minton,65.00999999999999,3392.0,mintogr01,389.0,150.04999999999995,17.0,0.17,7.129999999999997,479.0,483.0,59.02,0.93,3.648823529411765,59.02,479.0,710.0,17.0,0.2605882352941176,0
5064,5.1625,0,0.27875000000000005,11.03,Paul Michael,125.0,673.0,76.0,Mitchell,39.01,1864.0,mitchpa01,307.0,1.07,8.0,4.05,96.0,277.0,191.0,32.01,0.09,5.1625,32.01,277.0,125.0,8.0,0.27875000000000005,0
5065,4.047692307692308,0,0.2630769230769231,4.1099999999999985,Isidro Pedroza,435.0,708.0,79.0,Monge,40.02,2292.0,mongesi01,300.0,56.04999999999999,13.0,0.12999999999999998,17.100000000000012,471.0,356.0,49.02,0.15,4.047692307692308,49.02,471.0,435.0,13.0,0.2630769230769231,0
5066,4.140769230769231,0,0.2776923076923077,0.12999999999999998,Donnie Ray,416.0,698.0,53.01000000000001,Moore,40.02,1965.0,mooredo01,267.0,89.03999999999998,13.0,0.12999999999999998,4.089999999999998,416.0,186.0,43.02,1.08,4.140769230769231,43.02,416.0,416.0,13.0,0.2776923076923077,0
5067,3.767,0,0.222,52.01,Michael Kelvin,201.0,972.0,108.02,Norris,59.02,3373.0,norrimi01,486.01,0.1,10.0,7.039999999999999,157.01,636.0,499.0,58.01,0.09,3.767,58.01,636.0,201.0,10.0,0.222,0
5071,4.0,0,0.245,0.04,Eugene David,104.0,177.0,14.01,Pentz,9.01,573.0,pentzge01,77.0,7.02,4.0,0.04,4.0299999999999985,116.0,108.0,8.02,-0.07,4.0,8.02,116.0,104.0,4.0,0.245,0
5074,4.761,0,0.28200000000000003,27.030000000000005,Eric Ralph,238.0,1033.0,87.0,Rasmussen,77.01,3053.0,rasmuer01,435.0,5.0699999999999985,10.0,12.03,144.01,489.0,309.0,50.01,-0.64,4.761,50.01,489.0,238.0,10.0,0.28200000000000003,0
5075,4.7683333333333335,0,0.2883333333333333,1.05,Paul Richard,198.0,440.0,38.0,Reuschel,16.009999999999998,1179.0,reuscpa01,197.0,13.02,6.0,0.06000000000000001,9.03,188.0,132.0,16.0,-0.12,4.7683333333333335,16.0,188.0,198.0,6.0,0.2883333333333333,0
5076,4.602,0,0.284,0.05,Charles Budd,168.0,232.0,21.01,Schultz,9.01,720.0,schulbu01,98.0,12.01,5.0,0.05,3.04,193.0,88.0,15.0,0.22,4.602,15.0,193.0,168.0,5.0,0.284,0
5078,5.33125,1,0.27125,0.08,Michael Thomas,277.0,398.0,27.0,Stanton,22.0,1153.0,stantmi01,197.0,31.01,8.0,0.08,3.0599999999999987,304.0,182.0,13.02,0.2,5.33125,13.02,304.0,277.0,8.0,0.27125,1
5079,4.4350000000000005,0,0.2621428571428572,0.14,Timothy Paul,485.0,680.0,72.0,Stoddard,35.02,2189.0,stoddti01,320.0,76.05000000000003,14.0,0.14,0.14,582.01,356.01,41.03,0.26,4.4350000000000005,41.03,582.01,485.0,14.0,0.2621428571428572,0
5084,2.7680000000000002,0,0.276,4.0299999999999985,Pablo Arnoldo,111.0,275.0,12.02,Torrealba,13.01,718.0,torrepa01,87.0,5.02,5.0,1.04,13.03,113.0,104.0,6.0299999999999985,0.04,2.7680000000000002,6.0299999999999985,113.0,111.0,5.0,0.276,0
5085,4.848,0,0.29000000000000004,15.01,James Harold,133.0,534.0,37.0,Umbarger,33.0,1449.0,umbarji01,222.0,3.03,5.0,5.0299999999999985,61.0,244.0,181.0,25.0,0.08,4.848,25.0,244.0,133.0,5.0,0.29000000000000004,0
5086,4.643636363636364,1,0.2709090909090909,38.03,Peter Dennis,286.0,1454.0,107.02,Vuckovich,69.0,4366.0,vuckope01,592.0,10.079999999999998,11.0,8.059999999999999,186.0,882.0,545.0,93.02,-0.19,4.643636363636364,93.02,882.0,286.0,11.0,0.2709090909090909,1
5091,3.8571428571428568,0,0.25142857142857145,68.03000000000002,Joaquin,405.0,2016.0,155.0,Andujar,118.0,6459.0,andujjo01,857.0,9.089999999999998,14.0,19.07,305.0,1032.0,731.0,127.0,-0.44,3.8571428571428568,127.0,1032.0,405.0,14.0,0.25142857142857145,0
5094,3.798888888888889,0,0.23944444444444446,0.18000000000000002,Charles Douglas,584.0,839.0,86.03,Bair,43.06999999999999,2728.0,bairdo01,367.01,81.07000000000002,18.0,0.18000000000000002,5.149999999999999,689.01,405.0,55.03999999999999,0.14,3.798888888888889,55.03999999999999,689.01,584.0,18.0,0.23944444444444446,0
5095,4.2725,0,0.2475,35.04999999999999,Leonard Harold,248.0,1289.0,96.02,Barker,76.00999999999998,3971.0,barkele01,639.0,5.099999999999998,12.0,7.0699999999999985,194.01,975.0,513.0,74.0,-0.45,4.2725,74.0,975.0,248.0,12.0,0.2475,0
5098,5.621111111111111,0,0.3033333333333333,10.05,Thomas Winton,114.0,612.0,47.01000000000001,Boggs,44.02,1752.0,boggsto01,274.0,0.09,9.0,4.0699999999999985,94.02,278.0,201.0,20.040000000000006,-0.3,5.621111111111111,20.040000000000006,278.0,114.0,9.0,0.3033333333333333,0
5100,3.605555555555555,0,0.2688888888888889,5.06,Rick Lamar,414.0,970.0,72.00999999999998,Camp,49.0,2827.0,campri01,353.0,57.03999999999999,9.0,0.09,65.03,407.0,336.0,56.01,-1.08,3.605555555555555,56.01,407.0,414.0,9.0,0.2688888888888889,0
5101,6.6637499999999985,0,0.24875,1.07,Douglas Edmund,136.0,273.0,21.02,Capilla,18.040000000000006,877.0,capildo01,141.0,0.08,8.0,0.08,31.040000000000006,178.01,173.0,12.03,-0.32,6.6637499999999985,12.03,178.01,136.0,8.0,0.24875,0
5104,4.235833333333334,0,0.2616666666666667,56.02,Bryan Edmund,266.0,1717.0,162.01,Haas,83.0,4965.0,haasmo01,738.0,2.0999999999999988,12.0,8.079999999999998,252.0,853.0,436.0,100.01,0.14,4.235833333333334,100.01,853.0,266.0,12.0,0.2616666666666667,0
5106,4.933333333333334,0,0.2966666666666667,22.020000000000003,Paul Franklin,170.0,766.0,49.01,Hartzell,39.0,2110.0,hartzpa01,305.0,12.03,6.0,2.049999999999999,77.01,237.0,181.0,27.020000000000003,0.09,4.933333333333334,27.020000000000003,237.0,170.0,6.0,0.2966666666666667,0
5109,3.915,0,0.265,0.04,Joseph Thomas,131.0,221.0,17.01,Kerrigan,12.01,660.0,kerrijo01,95.0,15.01,4.0,0.04,2.03,107.0,92.01,8.01,-0.09,3.915,8.01,107.0,131.0,4.0,0.265,0
5110,3.82,1,0.264375,78.03,Robert Wesley,445.0,2737.0,228.01,Knepper,155.0,8124.0,kneppbo01,1106.0,1.15,16.0,30.06000000000001,413.0,1473.0,857.0,146.0,1.08,3.82,146.0,1473.0,445.0,16.0,0.264375,1
5111,4.234285714285714,1,0.25928571428571434,41.03,Michael Edward,369.0,2188.0,196.01,Krukow,117.01,6571.0,krukomi01,949.0,1.13,14.0,10.06,355.01,1478.0,767.0,124.01,2.77,4.234285714285714,124.01,1478.0,369.0,14.0,0.25928571428571434,1
5113,5.434545454545455,0,0.2936363636363636,85.05000000000003,James Rick,260.0,1570.0,160.0,Langford,106.01,4473.0,langfri01,664.0,0.11,11.0,10.05,196.0,671.0,416.0,73.03,0.18,5.434545454545455,73.03,671.0,260.0,11.0,0.2936363636363636,0
5117,4.022499999999999,1,0.2466666666666667,122.02,Jose Dennis,692.0,3897.0,372.01,Martinez,193.01,11999.0,martide01,1643.0,8.199999999999996,24.0,30.090000000000003,562.01,2149.0,1165.0,245.01,-0.19,4.022499999999999,245.01,2149.0,692.0,24.0,0.2466666666666667,1
5118,4.452307692307691,1,0.2776923076923077,83.02,Scott Houston,356.0,2245.0,235.01,McGregor,108.0,6422.0,mcgresc01,949.0,5.1099999999999985,13.0,23.03,309.0,904.0,518.0,138.01999999999998,0.22,4.452307692307691,138.01999999999998,904.0,356.0,13.0,0.2776923076923077,1
5119,5.5600000000000005,0,0.2871428571428572,5.049999999999999,Michael Duane,156.0,335.0,22.0,McLaughlin,20.01,939.0,mclaubo01,156.0,9.03,7.0,2.0599999999999987,21.020000000000003,188.0,123.0,10.03,-0.35,5.5600000000000005,10.03,188.0,156.0,7.0,0.2871428571428572,0
5123,4.978,0,0.36000000000000004,10.06,Robert Dennis,275.0,937.0,88.01,Owchinko,60.02,2672.01,owchibo01,424.0,7.0699999999999985,10.0,4.069999999999999,104.03000000000002,490.01,363.01,37.02,-2.78e-17,4.978,37.02,490.01,275.0,10.0,0.36000000000000004,0
5124,3.3042857142857147,0,0.2657142857142857,2.0599999999999987,Michael James,267.0,531.0,33.01,Proly,29.01,1637.0,prolymi01,196.0,22.01,7.0,0.07,18.02,185.0,195.0,22.0,0.26,3.3042857142857147,22.0,185.0,267.0,7.0,0.2657142857142857,0
5125,4.8442857142857125,0,0.2771428571428572,9.02,Peter Irvine,170.0,764.0,68.0,Redfern,48.0,2142.0,redfepe01,360.0,3.05,7.0,1.06,111.0,426.0,306.0,42.01,0.1,4.8442857142857125,42.01,426.0,170.0,7.0,0.2771428571428572,0
5128,3.9,0,0.2472727272727273,1.1,Joseph Charles,461.0,562.0,48.01000000000001,Sambito,38.03999999999999,1887.0,sambijo01,212.0,84.03000000000002,11.0,1.1,5.089999999999998,489.0,195.0,37.03,0.58,3.9,37.03,489.0,461.0,11.0,0.2472727272727273,0
5129,3.3728571428571428,0,0.24,4.06,Manuel Eduardo,228.0,461.0,42.0,Sarmiento,22.01,1541.0,sarmima01,199.0,12.02,7.0,0.07,22.040000000000006,283.0,172.0,26.03,-0.15,3.3728571428571428,26.03,283.0,228.0,7.0,0.24,0
5130,3.8905263157894736,1,0.2542105263157894,72.06000000000002,Richard Lee,457.0,2662.0,236.02,Sutcliffe,139.01999999999998,8093.0,sutclri01,1223.02,6.169999999999997,19.0,18.080000000000005,392.01,1679.01,1081.0,171.02999999999997,3.08,3.8905263157894736,171.02999999999997,1679.01,457.0,19.0,0.2542105263157894,1
5131,3.079166666666666,1,0.2275,0.11999999999999998,Howard Bruce,661.0,879.0,77.0,Sutter,71.01,3127.0,suttebr01,328.0,300.0,12.0,0.11999999999999998,0.11999999999999998,861.0,309.0,68.0,0.02,3.079166666666666,68.0,861.0,661.0,12.0,0.2275,1
5136,3.656363636363636,1,0.25909090909090915,29.030000000000005,Patrick Paul,293.0,1147.0,88.0,Zachry,67.01,3532.0,zachrpa01,461.0,3.09,11.0,7.069999999999999,154.01999999999995,669.0,495.0,69.01,-1.04,3.656363636363636,69.01,669.0,293.0,11.0,0.25909090909090915,1
5137,3.4930769230769227,0,0.24692307692307694,22.09000000000001,Donald William,448.0,1085.0,89.0,Aase,60.02,3328.0,aasedo01,468.0,82.03,13.0,5.089999999999998,91.09000000000003,641.0,457.0,66.00999999999999,0.23,3.4930769230769227,66.00999999999999,641.0,448.0,13.0,0.24692307692307694,0
5138,4.246,0,0.2546666666666667,62.03,Floyd Franklin,431.0,2320.0,291.0,Bannister,143.01,7164.0,bannifl01,1078.0,0.15,15.0,16.060000000000006,363.02,1723.0,846.0,134.01,0.18,4.246,134.01,1723.0,431.0,15.0,0.2546666666666667,0
5141,2.62,0,0.235,0.04,Larry,104.0,89.0,5.01,Bradford,4.0299999999999985,311.0,bradfla01,29.0,7.01,4.0,0.04,0.04,58.0,44.01,6.01,0.06,2.62,6.01,58.0,104.0,4.0,0.235,0
5142,3.97,0,0.27399999999999997,0.1,Warren Scott,340.0,476.0,28.02,Brusstar,16.02,1454.0,brusswa01,189.0,14.04,10.0,0.1,0.1,273.0,183.0,28.01,0.09,3.97,28.01,273.0,340.0,10.0,0.27399999999999997,0
5145,3.925,0,0.24,0.02,David Alan,118.0,145.0,17.0,Campbell,10.0,474.0,campbda02,67.0,14.0,2.0,0.02,0.02,87.0,82.0,4.01,0.02,3.925,4.01,87.0,118.0,2.0,0.24,0
5148,3.641111111111112,0,0.23777777777777775,9.07,Robert Ernie,250.0,623.0,67.00999999999999,Castillo,40.02,2067.0,castibo01,302.0,18.050000000000004,9.0,1.08,59.03,434.0,327.0,38.01,0.29,3.641111111111112,38.01,434.0,250.0,9.0,0.23777777777777775,0
5150,4.463749999999999,0,0.258125,74.03000000000002,James,472.0,2513.0,244.0,Clancy,167.0,7552.0,clancji01,1182.0,10.12,16.0,11.099999999999998,381.02,1422.0,947.0,140.01,0.04,4.463749999999999,140.01,1422.0,472.0,16.0,0.258125,0
5151,4.656000000000001,0,0.27399999999999997,0.05,Kenneth Earl,111.0,389.0,35.0,Clay,24.0,1061.0,clayke01,184.0,3.03,5.0,0.05,36.0,129.0,141.0,10.0,0.07,4.656000000000001,10.0,129.0,111.0,5.0,0.27399999999999997,0
5165,4.241666666666666,0,0.26,15.04,Theodore Jared,196.0,648.0,74.0,Garvin,41.0,1818.0,garvije01,298.0,8.049999999999999,6.0,1.05,65.00999999999999,320.0,219.0,20.01,0.12,4.241666666666666,20.01,320.0,196.0,6.0,0.26,0
5166,3.592142857142857,1,0.24714285714285714,0.14,Guillermo,744.0,952.0,97.02,Hernandez,63.02,3134.0,hernawi01,392.0,147.01999999999995,14.0,0.14,11.099999999999998,788.0,349.0,70.01,0.61,3.592142857142857,70.01,788.0,744.0,14.0,0.24714285714285714,1
5168,4.126666666666667,0,0.2441666666666667,0.11999999999999998,Alfred Willis,384.0,548.0,55.03,Holland,30.040000000000006,1938.0,hollaal01,214.01,78.05000000000003,12.0,0.11999999999999998,11.089999999999998,513.0,232.01,34.04999999999999,0.04,4.126666666666667,34.04999999999999,513.0,384.0,12.0,0.2441666666666667,0
5170,5.2112500000000015,1,0.2704166666666667,47.13999999999997,Frederick Wayne,797.0,2183.0,185.01,Honeycutt,143.01999999999995,6480.0,honeyri01,893.0,38.15,24.0,11.159999999999995,268.1099999999999,1038.01,657.0,109.03,0.83,5.2112500000000015,109.03,1038.01,797.0,24.0,0.2704166666666667,1
5171,4.1033333333333335,0,0.26333333333333336,5.099999999999998,Thomas Hubert,543.0,1106.0,88.01,Hume,71.01,3258.0,humeto01,465.0,92.03000000000002,12.0,0.11999999999999998,55.05999999999999,536.0,384.0,57.0,-0.45,4.1033333333333335,57.0,536.0,543.0,12.0,0.26333333333333336,0
5172,4.1930000000000005,0,0.26,1.09,Roy Lee,280.0,531.0,50.0,Jackson,34.02,1677.0,jacksro03,234.0,34.03,10.0,0.1,18.050000000000004,351.0,203.0,28.03,0.16,4.1930000000000005,28.03,351.0,280.0,10.0,0.26,0
5174,4.4018181818181805,0,0.2572727272727273,53.05999999999999,Matthew Lon,215.0,1190.0,132.01,Keough,84.0,3570.0,keougma02,552.0,0.11,11.0,7.069999999999999,175.0,590.0,510.0,58.01,0.28,4.4018181818181805,58.01,590.0,215.0,11.0,0.2572727272727273,0
5176,5.06125,0,0.285,1.07,Robert Joseph,284.0,464.0,49.0,Lacey,29.020000000000003,1352.0,laceybo01,184.0,22.04000000000001,8.0,1.07,2.06,251.01,139.02,20.020000000000003,0.24,5.06125,20.020000000000003,251.01,284.0,8.0,0.285,0
5177,4.1706249999999985,0,0.27624999999999994,21.10000000000001,Dennis Patrick,639.0,1975.0,122.0,Lamp,96.01,5492.0,lampde01,799.0,35.09999999999999,16.0,7.119999999999997,163.03999999999996,857.0,549.0,96.01,-0.02,4.1706249999999985,96.01,857.0,639.0,16.0,0.27624999999999994,0
5179,9.036,0,0.27399999999999997,3.0699999999999985,Michael James,122.0,429.0,40.03,Mahler,32.04,1218.0,mahlemi01,211.02,4.08,10.0,1.09,58.03999999999999,262.01,190.01,14.04,-0.03,9.036,14.04,262.01,122.0,10.0,0.27399999999999997,0
5180,4.256,0,0.266,14.02,Silvio Ramon,107.0,568.0,41.0,Martinez,32.0,1748.0,martisi01,251.0,1.04,5.0,4.0299999999999985,87.01,230.0,237.0,31.01,-0.16,4.256,31.01,230.0,107.0,5.0,0.266,0
5182,4.248888888888889,0,0.26222222222222225,45.02,Steven Earl,221.0,1172.0,124.0,McCatty,63.02,3565.0,mccatst01,527.0,5.079999999999999,9.0,7.06,161.01,541.0,520.0,63.02,0.15,4.248888888888889,63.02,541.0,221.0,9.0,0.26222222222222225,0
5184,9.522000000000002,0,0.342,5.0299999999999985,Byron Scott,129.0,403.0,47.0,McLaughlin,25.01,1135.0,mclauby01,215.0,16.03,5.0,0.05,35.010000000000005,248.0,171.01,16.009999999999998,0.08,9.522000000000002,16.009999999999998,248.0,129.0,5.0,0.342,0
5185,4.9300000000000015,0,0.2675,0.08,Joey Richard,250.0,440.0,46.01,McLaughlin,28.02,1346.0,mclaujo01,192.0,36.03,8.0,0.08,12.06,268.01,198.0,29.02,0.02,4.9300000000000015,29.02,268.01,250.0,8.0,0.2675,0
5188,4.007222222222222,1,0.2438888888888889,175.01,John Scott,549.0,3567.0,389.0,Morris,186.0,11472.0,morrija02,1657.0,0.18000000000000002,18.0,28.050000000000004,527.0,2478.0,1390.0,254.0,0.26,4.007222222222222,254.0,2478.0,549.0,18.0,0.2438888888888889,1
5189,4.561428571428572,0,0.27285714285714285,7.0299999999999985,Paul Richard,148.0,650.0,67.0,Moskau,27.0,1901.0,moskapa01,297.0,5.039999999999999,7.0,4.039999999999999,92.0,374.0,243.0,32.0,0.03,4.561428571428572,32.0,374.0,148.0,7.0,0.27285714285714285,0
5192,4.67,0,0.29000000000000004,14.03,Michael Everett,119.0,581.0,44.01,Parrott,39.01,1485.0,parromi01,268.0,5.02,5.0,2.04,68.00999999999999,266.0,190.0,19.01,0.08,4.67,19.01,266.0,119.0,5.0,0.29000000000000004,0
5197,3.613333333333333,0,0.2433333333333333,0.06000000000000001,Enrique,350.0,548.0,57.0,Romo,33.0,1809.0,romoen01,231.0,52.0,6.0,0.06000000000000001,3.049999999999999,436.0,203.0,44.0,0.63,3.613333333333333,44.0,436.0,350.0,6.0,0.2433333333333333,0
5198,3.619,0,0.267,36.03999999999999,David Scott,248.0,1125.0,113.0,Rozema,53.02,3318.0,rozemda01,426.0,17.05,10.0,7.049999999999999,132.01,448.0,258.0,60.01,0.17,3.619,60.01,448.0,248.0,10.0,0.267,0
5199,4.1805,0,0.264,18.13000000000002,Daniel Ernest,504.0,1257.0,128.02999999999997,Schatzeder,68.02000000000001,3951.0,schatda01,548.01,10.13,20.0,4.1699999999999955,121.07000000000004,748.0,475.01,69.05000000000001,3.12,4.1805,69.05000000000001,748.0,504.0,20.0,0.264,0
5202,4.780833333333333,0,0.26666666666666666,16.030000000000005,Robert Charles,434.0,1432.0,127.0,Shirley,94.02,4296.0,shirlbo01,608.0,18.07,12.0,2.0999999999999988,162.01,790.0,543.0,67.02000000000001,-0.1,4.780833333333333,67.02000000000001,790.0,434.0,12.0,0.26666666666666666,0
5203,4.281818181818182,0,0.28545454545454546,69.03000000000002,Lary Alan,346.0,1960.0,147.0,Sorensen,103.01,5209.0,sorenla01,800.0,6.059999999999999,11.0,10.05,235.01,569.0,402.0,93.01,-0.37,4.281818181818182,93.01,569.0,346.0,11.0,0.28545454545454546,0
5204,3.8825,1,0.2258333333333333,72.03,Mario Melvin,297.0,1395.0,172.0,Soto,92.01,5191.0,sotoma01,667.0,4.109999999999999,12.0,13.04,224.01,1449.0,657.0,100.0,-0.88,3.8825,100.0,1449.0,297.0,12.0,0.2258333333333333,1
5205,3.662307692307692,0,0.2769230769230769,21.09000000000001,Robert William,637.0,1858.0,113.0,Stanley,97.0,5121.0,stanlbo01,690.0,132.02,13.0,7.089999999999997,85.06000000000003,693.0,471.0,115.0,0.4,3.662307692307692,115.0,693.0,637.0,13.0,0.2769230769230769,0
5207,4.75,0,0.276,10.02,Robert Joseph,116.0,497.0,54.0,Sykes,26.01,1370.0,sykesbo01,236.0,2.039999999999999,5.0,5.0299999999999985,61.0,215.0,190.0,23.0,-0.22,4.75,23.0,215.0,116.0,5.0,0.276,0
5210,3.9525,0,0.24375,0.08,Roy Justin,182.0,387.0,33.02,Thomas,11.03,1258.0,thomaro02,178.0,7.0299999999999985,8.0,0.08,13.04,289.0,196.0,20.01,0.03,3.9525,20.01,289.0,182.0,8.0,0.24375,0
5214,3.676,0,0.258,3.03,John Goody,139.0,347.0,20.01,Urrea,18.009999999999994,1090.0,urreajo01,151.0,9.02,5.0,1.04,27.01,202.0,160.0,17.009999999999998,0.31,3.676,17.009999999999998,202.0,139.0,5.0,0.258,0
5215,4.103529411764706,0,0.2570588235294118,35.050000000000004,Eddie Lee,452.0,2240.0,211.01,Whitson,123.01,6721.0,whitsed01,944.0,8.129999999999997,17.0,12.089999999999998,333.01,1266.0,698.0,126.0,-1.12,4.103529411764706,126.0,1266.0,452.0,17.0,0.2570588235294118,0
5217,4.912,0,0.28,1.04,Michael Henry,144.0,312.0,36.0,Willis,21.0,888.0,willimi01,151.0,15.02,5.0,0.05,6.02,149.0,124.0,7.02,0.09,4.912,7.02,149.0,144.0,5.0,0.28,0
5220,4.517777777777777,0,0.2711111111111111,31.03,James Louis,203.0,1174.0,88.0,Beattie,87.0,3446.0,beattji01,532.0,1.08,9.0,7.04,182.0,660.0,461.0,52.01,0.14,4.517777777777777,52.01,660.0,203.0,9.0,0.2711111111111111,0
5221,4.675882352941176,0,0.2364705882352941,5.139999999999998,Juan Bautista,490.0,1034.0,116.01,Berenguer,62.01000000000001,3616.0,berenju01,522.0,32.1,17.0,2.149999999999998,95.05,975.0,604.0,67.05,0.19,4.675882352941176,67.05,975.0,490.0,17.0,0.2364705882352941,0
5222,4.0924999999999985,0,0.28500000000000003,0.04,Dwight Vern,115.0,196.0,10.01,Bernard,8.01,528.0,bernadw01,81.0,6.03,4.0,0.04,2.02,92.0,86.0,4.02,0.26,4.0924999999999985,4.02,92.0,115.0,4.0,0.28500000000000003,0
5227,5.0462500000000015,0,0.28500000000000003,39.02,Robert Britt,193.0,1045.0,93.0,Burns,60.01,3283.0,burnsbr01,445.0,3.07,8.0,11.03,161.01,734.0,362.0,70.02,0.13,5.0462500000000015,70.02,734.0,193.0,8.0,0.28500000000000003,0
5229,4.642857142857143,0,0.2914285714285714,11.03,Steven Michael,176.0,762.0,57.01,Comer,37.01000000000001,2105.0,comerst01,322.0,13.04,7.0,3.049999999999999,83.0,245.0,252.0,44.0,0.09,4.642857142857143,44.0,245.0,176.0,7.0,0.2914285714285714,0
5230,5.0771428571428565,0,0.2371428571428572,5.039999999999999,Timothy James,135.0,438.0,47.02,Conroy,32.01,1400.0,conroti01,244.0,0.07,7.0,1.06,71.0,307.01,284.0,18.02,-0.04,5.0771428571428565,18.02,307.01,135.0,7.0,0.2371428571428572,0
5232,2.696,0,0.214,0.05,Victor Manuel,187.0,218.0,28.01,Cruz,23.0,813.0,cruzvi01,93.0,37.0,5.0,0.05,0.05,248.0,131.0,18.0,0.03,2.696,18.0,248.0,187.0,5.0,0.214,0
5233,4.1576,1,0.2424000000000001,53.10999999999999,Daniel Wayne,716.0,2951.0,321.01,Darwin,182.01,9050.0,darwida01,1286.0,32.179999999999986,25.0,9.179999999999996,371.01,1942.0,874.0,171.0,0.02,4.1576,171.0,1942.0,716.0,25.0,0.2424000000000001,1
5234,5.374615384615384,0,0.2815384615384616,0.12999999999999998,Ronald Gene,481.0,735.0,82.02,Davis,53.03,2240.0,davisro02,336.0,130.04999999999995,13.0,0.12999999999999998,0.12999999999999998,597.01,300.0,47.03999999999999,0.22,5.374615384615384,47.03999999999999,597.01,481.0,13.0,0.2815384615384616,0
5235,4.905714285714286,0,0.24857142857142855,14.03,Juan Tyrone,125.0,575.0,50.01,Eichelberger,36.02,1810.0,eicheju01,275.0,0.07,7.0,1.06,79.02,281.0,283.0,26.01,-0.62,4.905714285714286,26.01,281.0,125.0,7.0,0.24857142857142855,0
5236,4.332857142857144,0,0.2742857142857143,24.03,Roger Farrell,135.0,868.0,68.0,Erickson,53.0,2398.0,erickro01,367.0,1.06,7.0,0.07,117.01,365.0,251.0,35.01,0.07,4.332857142857144,35.01,365.0,135.0,7.0,0.2742857142857143,0
5239,4.06,0,0.25416666666666665,0.11999999999999998,George Allen,415.0,653.0,54.0,Frazier,43.0,2027.0,frazige01,315.0,29.03,12.0,0.11999999999999998,0.11999999999999998,449.0,313.0,35.02,0.1,4.06,35.02,449.0,415.0,12.0,0.25416666666666665,0
5240,4.8100000000000005,0,0.27,21.020000000000003,Richard Blackwell,195.0,997.0,82.0,Gale,56.0,2910.0,galeri01,489.0,2.05,7.0,5.039999999999999,144.0,518.0,457.0,55.0,0.22,4.8100000000000005,55.0,518.0,195.0,7.0,0.27,0
5241,3.5,0,0.24714285714285714,0.07,John David,131.0,209.0,15.03,Geisel,5.04,626.0,geiseda01,93.0,8.049999999999999,7.0,0.07,8.03,144.0,97.0,5.0299999999999985,0.01,3.5,5.0299999999999985,144.0,131.0,7.0,0.24714285714285714,0
5244,4.658,0,0.276,3.02,Darrell Preston,102.0,425.0,36.0,Jackson,27.0,1233.0,jacksda01,200.0,1.04,5.0,1.04,60.0,229.0,186.0,20.01,0.05,4.658,20.01,229.0,102.0,5.0,0.276,0
5245,6.3370000000000015,0,0.257,0.1,Robert Harvey,279.0,377.0,39.02,James,26.04,1221.0,jamesbo01,172.0,73.05,10.0,0.1,2.0799999999999987,340.0,157.0,24.05,0.17,6.3370000000000015,24.05,340.0,279.0,10.0,0.257,0
5246,4.1255555555555565,0,0.25666666666666665,9.06,John Henry,214.0,585.0,60.0,Johnson,33.0,1808.0,johnsjo04,261.0,9.04,9.0,2.0799999999999983,61.03,407.0,250.0,26.01,0.15,4.1255555555555565,26.01,407.0,214.0,9.0,0.25666666666666665,0
5249,4.313571428571429,0,0.27142857142857146,26.03,Michael James,415.0,1786.0,99.0,LaCoss,103.0,5219.0,lacosmi01,777.0,12.09,14.0,9.06,243.01,783.0,725.0,98.0,-0.72,4.313571428571429,98.0,783.0,415.0,14.0,0.27142857142857146,0
5251,3.77,0,0.255,0.04,Mark Linden,118.0,184.0,6.01,Lee,8.0,526.0,leema01,71.0,9.01,4.0,0.04,1.03,63.0,69.0,7.02,0.16,3.77,7.02,63.0,118.0,4.0,0.255,0
5252,4.625333333333334,0,0.2633333333333333,34.04,Larry Dean,370.0,1548.0,137.0,McWilliams,90.01,4675.0,mcwilla01,690.0,3.1199999999999988,15.0,13.07,224.01,940.0,542.0,78.02000000000002,-0.71,4.625333333333334,78.02000000000002,940.0,370.0,15.0,0.2633333333333333,0
5255,5.31153846153846,0,0.2715384615384616,3.1199999999999983,Paul Thomas,298.0,526.0,43.02,Mirabella,29.050000000000008,1499.0,mirabpa01,247.0,13.079999999999998,13.0,1.12,33.06000000000001,258.0,239.0,19.06,0.21,5.31153846153846,19.06,258.0,298.0,13.0,0.2715384615384616,0
5256,4.856,0,0.24503999999999995,46.10999999999999,Michael Thomas,597.0,2943.0,270.0,Morgan,186.01,8317.0,morgami01,1303.0,8.209999999999997,25.0,10.189999999999998,411.01,1403.01,938.0,141.03,-2.25,4.856,141.03,1403.01,597.0,25.0,0.24503999999999995,0
5258,5.048571428571429,0,0.2742857142857143,12.04,Stephen Andrew,167.0,627.0,46.0,Mura,39.01,1898.0,murast01,281.0,5.039999999999999,7.0,2.05,83.01,360.0,289.0,30.02,-0.47,5.048571428571429,30.02,360.0,167.0,7.0,0.2742857142857143,0
5261,3.995,0,0.255,10.04,David William,212.0,1036.0,78.0,Palmer,59.0,3255.0,palmeda01,456.0,2.089999999999998,10.0,4.059999999999999,176.0,748.0,434.0,64.02,0.26,3.995,64.02,748.0,212.0,10.0,0.255,0
